idx,email,sendStatus,sendBody,code,registerStatus,registerBody,success,error,timeMs,ts
82,mt3m4zx5yi@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",811739,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5MDAsImV4cCI6MTc2NjAxNTkwMCwibmJmIjoxNzYwODMxOTAwLCJqdGkiOiJPSmlTZk4yNGJKbmtVUkx6Iiwic3ViIjoxMjMzMDQsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoidjJnWTJ3In0.gs9bO91xhkoCpINvep3kJaBuG85DsPxVvmhct8S1JDI"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mt3m4zx5yi@tiffincrane.com"",""account_type"":2,""email"":""mt3m4zx5yi@tiffincrane.com"",""email_status"":1,""username"":""mt3m4zx5yi@tiffincrane.com"",""reg_ip"":""172.71.126.244"",""invite_code"":""91032477"",""last_login_time"":""2025-10-19 07:58:20"",""last_login_ip"":""172.71.126.244"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:58:20"",""created_at"":""2025-10-19 07:58:20"",""user_id"":123304,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",7829,2025-10-18T23:58:11.942Z
83,mtsnk95jlh@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",863,2025-10-18T23:58:16.947Z
84,mt4ljk633t@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",238,2025-10-18T23:58:21.936Z
85,mtimsjejx8@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",128217,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5MTcsImV4cCI6MTc2NjAxNTkxNywibmJmIjoxNzYwODMxOTE3LCJqdGkiOiJBcE9ldVRUNnE2SWI2bWt0Iiwic3ViIjoxMjMzMDUsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiU0c0enltIn0.pyVeuPYBxD8rnPz4U-WcvknBJFIjIdtilO6afIz9Suk"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtimsjejx8@tiffincrane.com"",""account_type"":2,""email"":""mtimsjejx8@tiffincrane.com"",""email_status"":1,""username"":""mtimsjejx8@tiffincrane.com"",""reg_ip"":""104.23.229.108"",""invite_code"":""12794356"",""last_login_time"":""2025-10-19 07:58:37"",""last_login_ip"":""104.23.229.108"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:58:37"",""created_at"":""2025-10-19 07:58:37"",""user_id"":123305,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",9928,2025-10-18T23:58:26.944Z
86,mthdfn6ujt@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",727,2025-10-18T23:58:31.941Z
87,mt48jlr609@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",867795,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5MjYsImV4cCI6MTc2NjAxNTkyNiwibmJmIjoxNzYwODMxOTI2LCJqdGkiOiI3dkpBb0xGSEMzZVFyUEJwIiwic3ViIjoxMjMzMDYsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiV1NLSUpDIn0.E9yDZoFe3ubMc0MQWg1khUfpQ514yxLkL7t1T44Fmt8"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mt48jlr609@tiffincrane.com"",""account_type"":2,""email"":""mt48jlr609@tiffincrane.com"",""email_status"":1,""username"":""mt48jlr609@tiffincrane.com"",""reg_ip"":""104.23.229.108"",""invite_code"":""07296495"",""last_login_time"":""2025-10-19 07:58:45"",""last_login_ip"":""104.23.229.108"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:58:46"",""created_at"":""2025-10-19 07:58:46"",""user_id"":123306,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",7909,2025-10-18T23:58:36.945Z
88,mtnvyuzzvu@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",671,2025-10-18T23:58:41.935Z
89,mt4znnq4yn@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",162,2025-10-18T23:58:46.939Z
90,mtiln4g336@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",697,2025-10-18T23:58:51.938Z
91,mtv413vjfw@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",708,2025-10-18T23:58:56.944Z
92,mtfqlq29lx@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",837475,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5NTMsImV4cCI6MTc2NjAxNTk1MywibmJmIjoxNzYwODMxOTUzLCJqdGkiOiJCdUxCQXhlcjJlUXBTMW5QIiwic3ViIjoxMjMzMDcsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiQ28zQnVyIn0.1YqM12kFIlB9eulT2sJjaOKbAFboE_nrX6xnMG6iMwE"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtfqlq29lx@tiffincrane.com"",""account_type"":2,""email"":""mtfqlq29lx@tiffincrane.com"",""email_status"":1,""username"":""mtfqlq29lx@tiffincrane.com"",""reg_ip"":""141.101.68.207"",""invite_code"":""04423077"",""last_login_time"":""2025-10-19 07:59:13"",""last_login_ip"":""141.101.68.207"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:59:13"",""created_at"":""2025-10-19 07:59:13"",""user_id"":123307,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",10257,2025-10-18T23:59:01.934Z
93,mtdi3zq5y9@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",994615,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5NTcsImV4cCI6MTc2NjAxNTk1NywibmJmIjoxNzYwODMxOTU3LCJqdGkiOiJNOE15RVZsZXk4YmF1YzgxIiwic3ViIjoxMjMzMDgsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoid2NpZ0k5In0.t2VvljYTOIvhHnVr984C-67TaxH574SqoMVePFxt2S4"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtdi3zq5y9@tiffincrane.com"",""account_type"":2,""email"":""mtdi3zq5y9@tiffincrane.com"",""email_status"":1,""username"":""mtdi3zq5y9@tiffincrane.com"",""reg_ip"":""141.101.68.207"",""invite_code"":""20208918"",""last_login_time"":""2025-10-19 07:59:17"",""last_login_ip"":""141.101.68.207"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:59:17"",""created_at"":""2025-10-19 07:59:17"",""user_id"":123308,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",9778,2025-10-18T23:59:06.936Z
94,mtfxqtcw7h@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",109404,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5NjMsImV4cCI6MTc2NjAxNTk2MywibmJmIjoxNzYwODMxOTYzLCJqdGkiOiJraWhMNFBvMGxMZGVJRmF3Iiwic3ViIjoxMjMzMDksInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiNkZsazJIIn0.UrZr2x53SFrIEK-NuMNwspgef1xnMev_1zgFEWnosEs"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtfxqtcw7h@tiffincrane.com"",""account_type"":2,""email"":""mtfxqtcw7h@tiffincrane.com"",""email_status"":1,""username"":""mtfxqtcw7h@tiffincrane.com"",""reg_ip"":""172.71.118.211"",""invite_code"":""07563221"",""last_login_time"":""2025-10-19 07:59:23"",""last_login_ip"":""172.71.118.211"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:59:23"",""created_at"":""2025-10-19 07:59:23"",""user_id"":123309,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",10389,2025-10-18T23:59:11.946Z
95,mt3tmylhyt@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",277,2025-10-18T23:59:16.935Z
96,mtabfnd3yh@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",391,2025-10-18T23:59:21.943Z
97,mtwpgmvj41@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",527025,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzE5NzgsImV4cCI6MTc2NjAxNTk3OCwibmJmIjoxNzYwODMxOTc4LCJqdGkiOiJoa0JnM3gySWRTb2hOdnlIIiwic3ViIjoxMjMzMTAsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiNzRrcUVyIn0._cdWsuAnch7l_OHK34vdb9Juew3O3EuF93gm-HmJy-w"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtwpgmvj41@tiffincrane.com"",""account_type"":2,""email"":""mtwpgmvj41@tiffincrane.com"",""email_status"":1,""username"":""mtwpgmvj41@tiffincrane.com"",""reg_ip"":""172.71.122.221"",""invite_code"":""19238719"",""last_login_time"":""2025-10-19 07:59:37"",""last_login_ip"":""172.71.122.221"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 07:59:37"",""created_at"":""2025-10-19 07:59:37"",""user_id"":123310,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",10022,2025-10-18T23:59:26.935Z
98,mtjn5nayhw@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",685,2025-10-18T23:59:31.934Z
99,mt5e9bt3ix@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",238,2025-10-18T23:59:36.939Z
100,mtxsbjlqd9@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",661,2025-10-18T23:59:41.940Z
101,mtykqm3jvw@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",679,2025-10-18T23:59:46.939Z
102,mtofegkssx@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",592,2025-10-18T23:59:51.942Z
103,mt3xp0de4x@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",756,2025-10-18T23:59:56.935Z
104,mtd3i26vyo@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",757314,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwMTQsImV4cCI6MTc2NjAxNjAxNCwibmJmIjoxNzYwODMyMDE0LCJqdGkiOiJOdU9xRUhHd1VJTDBHOVFaIiwic3ViIjoxMjMzMTEsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiSW5acE9yIn0.Og8vWNQhyQao6X8A1LksJXT0eR9aZbpGHcm4OF_IY2c"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtd3i26vyo@tiffincrane.com"",""account_type"":2,""email"":""mtd3i26vyo@tiffincrane.com"",""email_status"":1,""username"":""mtd3i26vyo@tiffincrane.com"",""reg_ip"":""104.23.229.109"",""invite_code"":""68828690"",""last_login_time"":""2025-10-19 08:00:14"",""last_login_ip"":""104.23.229.109"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:00:14"",""created_at"":""2025-10-19 08:00:14"",""user_id"":123311,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",10895,2025-10-19T00:00:01.939Z
105,mtp8jetv13@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",833894,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwMTgsImV4cCI6MTc2NjAxNjAxOCwibmJmIjoxNzYwODMyMDE4LCJqdGkiOiJpanl4T1A0dUw5WEdZcTZlIiwic3ViIjoxMjMzMTIsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiTmVhNm9lIn0.JyakOov-aXfaMGhxzkOrS6MESWe2SYo-lP1cXiWwfnY"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtp8jetv13@tiffincrane.com"",""account_type"":2,""email"":""mtp8jetv13@tiffincrane.com"",""email_status"":1,""username"":""mtp8jetv13@tiffincrane.com"",""reg_ip"":""104.23.229.109"",""invite_code"":""40392907"",""last_login_time"":""2025-10-19 08:00:18"",""last_login_ip"":""104.23.229.109"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:00:18"",""created_at"":""2025-10-19 08:00:18"",""user_id"":123312,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",9931,2025-10-19T00:00:06.945Z
106,mttnvcdu30@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",155716,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwMjAsImV4cCI6MTc2NjAxNjAyMCwibmJmIjoxNzYwODMyMDIwLCJqdGkiOiI4WVdiYWVPQ3FJQ01EMml4Iiwic3ViIjoxMjMzMTMsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiaXFXMHhKIn0.S_HwATCjYAdJihcM5xGE0BerDuFB2XxF11gOC5H6czc"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mttnvcdu30@tiffincrane.com"",""account_type"":2,""email"":""mttnvcdu30@tiffincrane.com"",""email_status"":1,""username"":""mttnvcdu30@tiffincrane.com"",""reg_ip"":""172.69.222.29"",""invite_code"":""60744023"",""last_login_time"":""2025-10-19 08:00:20"",""last_login_ip"":""172.69.222.29"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:00:20"",""created_at"":""2025-10-19 08:00:20"",""user_id"":123313,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",7629,2025-10-19T00:00:11.937Z
107,mtg4z88xfo@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",199,2025-10-19T00:00:16.939Z
108,mtu735bhpo@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",295,2025-10-19T00:00:21.936Z
109,mtrl63ti2a@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",545,2025-10-19T00:00:26.937Z
110,mt61lepi3p@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",631,2025-10-19T00:00:31.938Z
111,mtfyntiusp@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",640,2025-10-19T00:00:36.947Z
112,mtz2fhgfts@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",545809,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwNTMsImV4cCI6MTc2NjAxNjA1MywibmJmIjoxNzYwODMyMDUzLCJqdGkiOiJxeFI4TlRKUDRhYkVlMEJKIiwic3ViIjoxMjMzMTQsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiUWZPQW0wIn0.15WzjLIrl0MVhJnR2d6s0Q0x_6pASZMQutyIZ-RjXog"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtz2fhgfts@tiffincrane.com"",""account_type"":2,""email"":""mtz2fhgfts@tiffincrane.com"",""email_status"":1,""username"":""mtz2fhgfts@tiffincrane.com"",""reg_ip"":""172.71.122.220"",""invite_code"":""81175582"",""last_login_time"":""2025-10-19 08:00:53"",""last_login_ip"":""172.71.122.220"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:00:53"",""created_at"":""2025-10-19 08:00:53"",""user_id"":123314,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",10115,2025-10-19T00:00:41.935Z
113,mtepl7hnvh@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",676,2025-10-19T00:00:46.937Z
114,mt6pp7nd7b@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",182,2025-10-19T00:00:51.939Z
115,mt04dnnod7@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",608,2025-10-19T00:00:56.942Z
116,mta2cq574s@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",317930,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwNzMsImV4cCI6MTc2NjAxNjA3MywibmJmIjoxNzYwODMyMDczLCJqdGkiOiJyYzAxcjlRTFZQS3MxbEZXIiwic3ViIjoxMjMzMTUsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoidDBOTUNFIn0.XTAyAUEtCuSfw_aEPtjbwAKu9tHpmY1lvy_WUyA0HNk"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mta2cq574s@tiffincrane.com"",""account_type"":2,""email"":""mta2cq574s@tiffincrane.com"",""email_status"":1,""username"":""mta2cq574s@tiffincrane.com"",""reg_ip"":""172.69.222.29"",""invite_code"":""40995833"",""last_login_time"":""2025-10-19 08:01:13"",""last_login_ip"":""172.69.222.29"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:01:13"",""created_at"":""2025-10-19 08:01:13"",""user_id"":123315,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",10503,2025-10-19T00:01:01.946Z
117,mthrq2jpow@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",550330,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwNzYsImV4cCI6MTc2NjAxNjA3NiwibmJmIjoxNzYwODMyMDc2LCJqdGkiOiI3RXpsMlNjYktwbEZDbWNXIiwic3ViIjoxMjMzMTYsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiQnc3RUhwIn0.9KwGgyF06KEhqk1Ymid1S4vM1sLt3sjzrIjpROwQgso"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mthrq2jpow@tiffincrane.com"",""account_type"":2,""email"":""mthrq2jpow@tiffincrane.com"",""email_status"":1,""username"":""mthrq2jpow@tiffincrane.com"",""reg_ip"":""172.71.122.220"",""invite_code"":""77848065"",""last_login_time"":""2025-10-19 08:01:16"",""last_login_ip"":""172.71.122.220"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:01:16"",""created_at"":""2025-10-19 08:01:16"",""user_id"":123316,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",8023,2025-10-19T00:01:06.941Z
118,mttofn579b@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",163,2025-10-19T00:01:11.941Z
119,mtkftim61j@tiffincrane.com,200,"{""code"":200,""message"":""success"",""data"":null}",645215,200,"{""code"":200,""message"":""success"",""data"":{""token"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJodHRwczpcL1wvY2xvdWQubHlwZXhjaGFuZ2UudmlwXC9hcGlcL2FwcFwvdXNlclwvcmVnaXN0ZXIiLCJpYXQiOjE3NjA4MzIwODUsImV4cCI6MTc2NjAxNjA4NSwibmJmIjoxNzYwODMyMDg1LCJqdGkiOiI2RFBTdmpjdDJyM0hkVllnIiwic3ViIjoxMjMzMTcsInBydiI6IjIzYmQ1Yzg5NDlmNjAwYWRiMzllNzAxYzQwMDg3MmRiN2E1OTc2ZjciLCJsb2dpbl9jb2RlIjoiWGY3SnpTIn0.wuJ_MUHe7bXUn6tLZBnMComSSLQ2tZJXT7j3xaWZxmw"",""user"":{""user_grade"":0,""user_identity"":1,""is_agency"":0,""user_auth_level"":0,""status"":1,""account"":""mtkftim61j@tiffincrane.com"",""account_type"":2,""email"":""mtkftim61j@tiffincrane.com"",""email_status"":1,""username"":""mtkftim61j@tiffincrane.com"",""reg_ip"":""172.71.122.220"",""invite_code"":""72424942"",""last_login_time"":""2025-10-19 08:01:25"",""last_login_ip"":""172.71.122.220"",""pid"":123249,""deep"":15,""referrer"":100093,""updated_at"":""2025-10-19 08:01:25"",""created_at"":""2025-10-19 08:01:25"",""user_id"":123317,""is_set_payword"":0,""status_text"":""正常"",""user_auth_level_text"":""冻结"",""user_grade_name"":""VIP0"",""user_identity_text"":""普通用户""}}}",1,"",7692,2025-10-19T00:01:16.933Z
120,mtvupmpge7@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",594,2025-10-19T00:01:21.940Z
121,mtr8ohtsui@tiffincrane.com,,"""""",,,"""""",0,"create account failed 429 ",166,2025-10-19T00:01:26.941Z
